file_name,Y
715,6
716,0
717,2
718,7
719,1
720,0
721,8
722,3
723,12
724,1
725,0
726,10
727,4
728,4
729,12
730,0
731,14
732,5
733,2
734,7
735,0
736,22
737,4
738,4
739,0
740,10
741,3
742,9
743,11
744,1
745,19
746,20
747,0
748,4
749,18
750,0
751,17
752,4
753,13
754,10
755,8
756,1
757,20
758,20
759,20
760,16
761,1
762,25
763,1
764,6
765,0
766,22
767,4
768,4
769,0
770,10
771,3
772,9
773,11
774,1
775,19
776,0
777,21
778,4
779,2
780,0
781,8
782,5
783,17
784,24
785,0
786,8
787,4
788,12
789,1
790,2
791,5
792,12
793,1
794,8
795,15
796,0
797,5
798,0
799,2
800,7
801,4
802,13
803,21
804,7
805,2
806,20
807,0
808,22
809,13
810,2
811,0
812,4
813,6
814,0
815,2
816,7
817,1
818,0
819,4
820,2
821,7
822,1
823,10
824,0
825,7
826,3
827,6
828,9
829,0
830,5
831,16
832,14
833,3
834,8
835,6
836,28
837,2
838,0
839,8
840,13
841,10
842,1
843,20
844,16
845,9
846,10
847,20
848,0
849,10
850,1
851,19
852,6
853,4
854,11
855,9
856,8
857,0
858,14
859,3
860,8
861,0
862,17
863,3
864,10
865,10
866,19
867,5
868,6
869,21
870,0
871,3
872,0
873,22
874,5
875,21
876,0
877,23
878,3
879,17
880,24
881,3
882,21
883,1
884,0
885,14
886,10
887,3
888,23
889,23
890,1
891,9
892,0
893,5
894,6
895,0
896,6
897,1
898,14
899,8
900,23
901,3
902,23
903,1
904,10
905,20
906,0
907,7
908,1
909,16
910,23
911,13
912,2
913,0
914,5
915,2
916,0
917,9
918,4
919,14
920,6
921,0
922,4
923,6
924,0
925,31
926,1
927,12
928,28
929,8
930,0
931,9
932,1
933,8
934,24
935,0
936,3
937,6
938,9
939,0
940,2
941,4
942,4
943,24
944,0
945,4
946,18
947,18
948,0
949,7
950,5
951,8
952,0
953,17
954,4
955,3
956,2
957,20
958,0
959,27
960,19
961,4
962,13
963,28
964,10
965,1
966,0
967,34
968,13
969,5
970,2
971,1
972,0
973,8
974,3
975,2
976,5
977,8
978,18
979,5
980,1
981,9
982,16
983,7
984,1
985,28
986,8
987,0
988,3
989,11
990,5
991,25
992,1
993,15
994,0
995,6
996,4
997,14
998,30
999,0
1000,2
1001,1
1002,11
1003,11
1004,0
1005,19
1006,4
1007,13
1008,0
1009,7
1010,4
1011,14
1012,0
1013,5
1014,0
1015,24
1016,6
1017,1
1018,14
1019,20
1020,0
1021,14
1022,7
1023,1
1024,6
1025,0
1026,5
1027,0
1028,2
1029,10
1030,5
1031,1
1032,9
1033,0
1034,2
1035,4
1036,0
1037,1
1038,33
1039,3
1040,12
1041,5
1042,6
1043,1
1044,0
1045,7
1046,5
1047,12
1048,0
1049,7
1050,1
1051,16
1052,24
1053,5
1054,17
1055,24
1056,1
1057,9
1058,0
1059,12
1060,1
1061,20
1062,0
1063,7
1064,3
1065,9
1066,0
1067,2
1068,4
1069,0
1070,23
1071,13
1072,2
1073,0
1074,7
1075,5
1076,12
1077,0
1078,4
1079,13
1080,2
1081,0
1082,21
1083,4
1084,4
1085,9
1086,0
1087,3
1088,6
1089,9
1090,0
1091,23
1092,10
1093,4
1094,23
1095,1
1096,10
1097,0
1098,2
1099,4
1100,0
1101,2
1102,4
1103,13
1104,17
1105,7
1106,0
1107,7
1108,5
1109,12
1110,20
1111,0
1112,8
1113,4
1114,0
1115,8
1116,17
1117,3
1118,2
1119,15
1120,26
1121,16
1122,7
1123,1
1124,0
1125,8
1126,3
1127,5
1128,9
1129,0
1130,2
1131,4
1132,0
1133,12
1134,1
1135,20
1136,16
1137,27
1138,1
1139,10
1140,32
1141,26
1142,0
1143,8
1144,3
1145,5
1146,9
1147,0
1148,3
1149,2
1150,2
1151,5
1152,17
1153,13
1154,8
1155,15
1156,0
1157,21
1158,11
1159,3
1160,6
1161,17
1162,5
1163,6
1164,21
1165,0
1166,3
1167,2
1168,0
1169,22
1170,4
1171,4
1172,20
1173,0
1174,27
1175,7
1176,1
1177,17
1178,24
1179,15
1180,0
1181,11
1182,1
1183,2
1184,28
1185,8
1186,0
1187,21
1188,4
1189,0
1190,4
1191,13
1192,2
1193,0
1194,4
1195,6
1196,0
1197,2
1198,7
1199,1
1200,0
1201,18
1202,10
1203,4
1204,6
1205,2
1206,16
1207,23
1208,4
1209,10
1210,17
1211,7
1212,20
1213,0
1214,2
1215,7
1216,1
1217,10
1218,1
1219,0
1220,3
1221,10
1222,1
1223,0
1224,23
1225,11
1226,1
1227,6
1228,2
1229,19
1230,0
1231,4
1232,18
1233,0
1234,17
1235,7
1236,3
1237,5
1238,10
1239,8
1240,0
1241,4
1242,13
1243,2
1244,0
1245,2
1246,7
1247,1
1248,10
1249,1
1250,15
1251,0
1252,3
1253,6
1254,9
1255,0
1256,5
1257,2
1258,28
1259,8
1260,0
1261,8
1262,2
1263,5
1264,11
1265,11
1266,0
1267,14
1268,3
1269,10
1270,12
1271,0
1272,1
1273,6
1274,4
1275,13
1276,21
1277,7
1278,20
1279,26
1280,16
1281,5
1282,0
1283,14
1284,4
1285,6
1286,9
1287,1
1288,10
1289,1
1290,9
1291,0
1292,14
1293,7
1294,19
1295,0
1296,3
1297,2
1298,2
1299,5
1300,17
1301,13
1302,8
1303,0
1304,14
1305,3
1306,8
1307,0
1308,5
1309,6
1310,25
1311,5
1312,2
1313,5
1314,6
1315,21
1316,0
1317,13
1318,8
1319,0
1320,2
1321,4
1322,0
1323,2
1324,7
1325,1
1326,0
1327,18
1328,10
1329,4
1330,6
1331,2
1332,0
1333,23
1334,4
1335,10
1336,17
1337,7
1338,0
1339,5
1340,6
1341,8
1342,2
1343,1
1344,3
1345,9
1346,16
1347,4
1348,18
1349,0
1350,2
1351,7
1352,1
1353,0
1354,11
1355,5
1356,25
1357,5
1358,6
1359,21
1360,10
1361,4
1362,4
1363,12
1364,15
1365,0
1366,2
1367,7
1368,1
1369,6
1370,0
1371,5
1372,0
1373,13
1374,6
1375,9
1376,1
1377,10
1378,8
1379,2
1380,4
1381,4
1382,9
1383,20
1384,0
1385,2
1386,7
1387,1
1388,0
1389,11
1390,5
1391,25
1392,5
1393,6
1394,21
1395,10
1396,4
1397,4
1398,12
1399,0
1400,11
1401,5
1402,21
1403,7
1404,2
1405,8
1406,0
1407,14
1408,1
1409,10
1410,1
1411,16
1412,3
1413,14
1414,18
1415,13
1416,11
1417,11
1418,19
1419,0
1420,8
1421,2
1422,10
1423,4
1424,6
1425,21
1426,20
1427,16
1428,14
1429,1
1430,0
1431,18
1432,5
1433,11
1434,1
1435,9
1436,0
1437,4
1438,13
1439,2
1440,15
1441,0
1442,18
1443,5
1444,10
1445,8
1446,2
1447,0
1448,12
1449,10
1450,20
1451,0
1452,2
1453,3
1454,2
1455,1
1456,32
1457,3
1458,2
1459,2
1460,5
1461,17
1462,13
1463,8
1464,0
1465,14
1466,3
1467,8
1468,0
1469,14
1470,3
1471,5
1472,2
1473,5
1474,6
1475,21
1476,0
1477,3
1478,2
1479,0
1480,2
1481,7
1482,1
1483,0
1484,9
1485,4
1486,4
1487,10
1488,0
1489,18
1490,4
1491,10
1492,0
1493,7
1494,5
1495,12
1496,16
1497,2
1498,4
1499,0
1500,21
1501,4
1502,0
1503,3
1504,7
1505,1
1506,3
1507,9
1508,0
1509,4
1510,18
1511,0
1512,7
1513,5
1514,12
1515,20
1516,0
1517,2
1518,7
1519,1
1520,6
1521,0
1522,7
1523,1
1524,0
1525,17
1526,7
1527,3
1528,6
1529,21
1530,1
1531,9
1532,0
1533,7
1534,5
1535,8
1536,0
1537,12
1538,5
1539,6
1540,9
1541,0
1542,3
1543,6
1544,9
1545,0
1546,18
1547,4
1548,11
1549,11
1550,4
1551,14
1552,1
1553,9
1554,0
1555,12
1556,10
1557,20
1558,0
1559,2
1560,3
1561,2
1562,1
1563,20
1564,16
1565,23
1566,1
1567,4
1568,23
1569,11
1570,1
1571,0
1572,7
1573,3
1574,25
1575,1
1576,0
1577,3
1578,0
1579,7
1580,3
1581,22
1582,5
1583,2
1584,0
1585,4
1586,18
1587,0
1588,9
1589,4
1590,5
1591,6
1592,21
1593,0
1594,1
1595,25
1596,1
1597,10
1598,19
1599,9
1600,3
1601,19
1602,0
1603,2
1604,7
1605,5
1606,6
1607,21
1608,8
1609,0
1610,1
1611,25
1612,1
1613,6
1614,0
1615,13
1616,6
1617,9
1618,1
1619,10
1620,0
1621,2
1622,7
1623,1
1624,0
1625,4
1626,9
1627,9
1628,1
1629,8
1630,2
1631,16
1632,17
1633,4
1634,6
1635,9
1636,5
1637,2
1638,5
1639,4
1640,6
1641,8
1642,20
1643,0
1644,5
1645,0
1646,14
1647,3
1648,8
1649,0
1650,6
1651,4
1652,0
1653,1
1654,33
1655,17
1656,1
1657,23
1658,2
1659,5
1660,4
1661,6
1662,40
1663,0
1664,27
1665,17
1666,4
1667,12
1668,1
1669,0
1670,3
1671,11
1672,4
1673,6
1674,21
1675,15
1676,0
1677,12
1678,10
1679,20
1680,0
1681,3
1682,10
1683,2
1684,7
1685,13
1686,10
1687,15
1688,26
1689,0
1690,5
1691,0
1692,7
1693,1
1694,3
1695,10
1696,9
1697,16
1698,12
1699,19
1700,8
1701,1
1702,11
1703,18
1704,0
1705,8
1706,3
1707,19
1708,5
1709,6
1710,21
1711,15
1712,0
1713,27
1714,19
1715,4
1716,13
1717,0
1718,9
1719,4
1720,6
1721,28
1722,2
1723,0
1724,24
1725,6
1726,4
1727,14
1728,0
1729,2
1730,7
1731,1
1732,0
1733,7
1734,4
1735,13
1736,8
1737,1
1738,0
1739,10
1740,1
1741,3
1742,11
1743,0
1744,14
1745,1
1746,11
1747,11
1748,20
1749,0
1750,5
1751,28
1752,11
1753,11
1754,0
1755,31
1756,13
1757,8
1758,2
1759,0
1760,2
1761,3
1762,24
1763,1
1764,0
1765,19
1766,4
1767,13
1768,0
1769,2
1770,4
1771,16
1772,2
1773,7
1774,1
1775,0
1776,23
1777,4
1778,10
1779,17
1780,7
1781,15
1782,0
1783,8
1784,5
1785,10
1786,20
1787,26
1788,16
1789,7
1790,1
1791,0
1792,11
1793,4
1794,4
1795,24
1796,1
1797,9
1798,0
1799,9
1800,4
1801,14
1802,6
1803,0
1804,3
1805,2
1806,0
1807,12
1808,1
1809,0
1810,3
1811,6
1812,9
1813,0
1814,6
1815,4
1816,9
1817,9
1818,1
1819,9
1820,20
1821,16
1822,5
1823,0
1824,11
1825,1
1826,9
1827,0
1828,7
1829,5
1830,12
1831,0
1832,2
1833,7
1834,10
1835,4
1836,13
1837,21
1838,7
1839,0
1840,2
1841,7
1842,1
1843,0
1844,7
1845,3
1846,11
1847,11
1848,0
1849,3
1850,6
1851,9
1852,0
1853,23
1854,3
1855,8
1856,2
1857,0
1858,2
1859,7
1860,1
1861,0
1862,11
1863,5
1864,25
1865,5
1866,6
1867,21
1868,10
1869,4
1870,4
1871,12
1872,20
1873,16
1874,27
1875,14
1876,4
1877,6
1878,28
1879,2
1880,0
1881,19
1882,4
1883,13
1884,0
1885,7
1886,3
1887,25
1888,1
1889,0
1890,3
1891,0
1892,8
1893,1
1894,3
1895,2
1896,15
1897,0
1898,12
1899,10
1900,20
1901,0
1902,3
1903,10
1904,2
1905,7
1906,13
1907,10
1908,30
1909,0
1910,2
1911,7
1912,5
1913,8
1914,0
1915,10
1916,4
1917,17
1918,24
1919,5
1920,6
1921,21
1922,39
1923,17
1924,7
1925,3
1926,5
1927,10
1928,28
1929,8
1930,0
1931,6
1932,5
1933,17
1934,1
1935,0
1936,3
1937,6
1938,9
1939,16
1940,17
1941,4
1942,12
1943,18
1944,4
1945,10
1946,2
1947,3
1948,22
1949,11
1950,1
1951,20
1952,26
1953,16
1954,12
1955,19
1956,0
1957,8
1958,12
1959,3
1960,11
1961,11
1962,0
1963,18
1964,3
1965,6
1966,2
1967,3
1968,8
1969,19
1970,0
1971,3
1972,22
1973,4
1974,13
1975,2
1976,0
1977,7
1978,5
1979,12
1980,0
1981,14
1982,3
1983,8
1984,0
1985,3
1986,11
1987,5
1988,25
1989,1
1990,0
1991,3
1992,21
1993,3
1994,5
1995,6
1996,40
1997,0
1998,7
1999,1
2000,0
2001,14
2002,4
2003,13
2004,11
2005,9
2006,0
2007,22
2008,1
2009,0
2010,8
2011,5
2012,2
2013,2
2014,5
2015,6
2016,21
2017,0
2018,4
2019,6
2020,16
2021,2
2022,7
2023,1
2024,0
2025,23
2026,4
2027,10
2028,17
2029,7
2030,20
2031,20
2032,20
2033,0
2034,10
2035,5
2036,21
2037,7
2038,2
2039,0
2040,23
2041,10
2042,1
2043,2
2044,2
2045,19
2046,0
2047,8
2048,23
2049,1
2050,11
2051,11
2052,0
2053,14
2054,1
2055,28
2056,10
2057,1
2058,0
2059,7
2060,3
2061,25
2062,5
2063,6
2064,21
2065,15
2066,0
2067,5
2068,8
2069,6
2070,28
2071,2
2072,0
2073,5
2074,2
2075,15
2076,0
2077,12
2078,10
2079,20
2080,0
2081,3
2082,10
2083,2
2084,7
2085,13
2086,10
2087,30
2088,16
2089,19
2090,1
2091,8
2092,15
2093,0
2094,3
2095,0
2096,10
2097,5
2098,21
2099,7
2100,2
2101,0
2102,23
2103,10
2104,1
2105,2
2106,2
2107,19
2108,0
2109,8
2110,23
2111,1
2112,11
2113,11
2114,20
2115,0
2116,18
2117,1
2118,1
2119,11
2120,5
2121,6
2122,21
2123,0
2124,8
2125,11
2126,5
2127,21
2128,7
2129,2
2130,11
2131,19
2132,0
2133,13
2134,6
2135,10
2136,1
2137,3
2138,11
2139,15
2140,0
2141,5
2142,0
2143,11
2144,1
2145,9
2146,0
2147,7
2148,5
2149,12
2150,0
2151,2
2152,4
2153,0
2154,2
2155,7
2156,1
2157,16
2158,17
2159,7
2160,3
2161,5
2162,10
2163,0
2164,18
2165,3
2166,10
2167,2
2168,7
2169,1
2170,8
2171,2
2172,0
2173,18
2174,10
2175,4
2176,12
2177,0
2178,3
2179,2
2180,2
2181,5
2182,17
2183,13
2184,8
2185,0
2186,3
2187,6
2188,9
2189,0
2190,12
2191,10
2192,20
2193,0
2194,2
2195,3
2196,2
2197,1
2198,20
2199,0
2200,5
2201,2
2202,0
2203,14
2204,3
2205,8
2206,0
2207,5
2208,6
2209,0
2210,9
2211,1
2212,1
2213,23
2214,0
2215,8
2216,7
2217,3
2218,9
2219,4
2220,14
2221,20
2222,0
2223,22
2224,4
2225,4
2226,16
2227,14
2228,4
2229,13
2230,11
2231,9
2232,0
2233,18
2234,1
2235,1
2236,11
2237,0
2238,12
2239,4
2240,10
2241,1
2242,0
2243,17
2244,4
2245,12
2246,18
2247,4
2248,10
2249,2
2250,3
2251,22
2252,11
2253,1
2254,0
2255,5
2256,6
2257,0
2258,2
2259,7
2260,1
2261,0
2262,9
2263,3
2264,10
2265,24
2266,20
2267,16
2268,3
2269,2
2270,2
2271,5
2272,17
2273,13
2274,8
2275,0
2276,14
2277,3
2278,8
2279,0
2280,8
2281,5
2282,2
2283,2
2284,5
2285,6
2286,21
2287,0
2288,5
2289,6
2290,0
2291,2
2292,7
2293,1
2294,0
2295,8
2296,14
2297,5
2298,6
2299,21
2300,15
2301,0
2302,3
2303,6
2304,9
2305,0
2306,12
2307,10
2308,20
2309,0
2310,2
2311,3
2312,2
2313,1
2314,0
2315,14
2316,3
2317,8
2318,0
2319,5
2320,6
2321,0
2322,3
2323,0
2324,17
2325,7
2326,3
2327,5
2328,10
2329,0
2330,6
2331,1
2332,33
2333,2
2334,0
2335,2
2336,4
2337,16
2338,7
2339,5
2340,12
2341,20
2342,0
2343,2
2344,7
2345,1
2346,0
2347,11
2348,5
2349,21
2350,7
2351,2
2352,0
2353,18
2354,10
2355,4
2356,12
2357,0
2358,2
2359,7
2360,1
2361,0
2362,11
2363,5
2364,25
2365,5
2366,6
2367,21
2368,10
2369,4
2370,4
2371,12
2372,0
2373,14
2374,5
2375,6
2376,9
2377,4
2378,14
2379,8
2380,0
2381,14
2382,3
2383,8
2384,0
2385,8
2386,2
2387,10
2388,4
2389,6
2390,21
2391,0
2392,4
2393,6
2394,0
2395,2
2396,7
2397,1
2398,12
2399,20
2400,0
2401,5
2402,0
2403,8
2404,3
2405,2
2406,16
2407,22
2408,1
2409,8
2410,5
2411,9
2412,1
2413,0
2414,22
2415,4
2416,4
2417,20
2418,16
2419,27
2420,14
2421,1
2422,11
2423,11
2424,15
2425,0
2426,7
2427,1
2428,17
2429,24
2430,15
2431,26
2432,0
2433,3
2434,2
2435,2
2436,5
2437,17
2438,13
2439,8
2440,0
2441,14
2442,3
2443,8
2444,0
2445,8
2446,3
2447,19
2448,5
2449,6
2450,21
2451,15
2452,0
2453,27
2454,5
2455,0
2456,21
2457,13
2458,1
2459,8
2460,8
2461,0
2462,2
2463,7
2464,1
2465,0
2466,2
2467,7
2468,5
2469,6
2470,21
2471,0
2472,2
2473,4
2474,0
2475,9
2476,4
2477,32
2478,21
2479,4
2480,4
2481,9
2482,16
2483,11
2484,4
2485,10
2486,9
2487,15
2488,0
2489,5
2490,28
2491,12
2492,0
2493,11
2494,4
2495,8
2496,5
2497,6
2498,21
2499,0
2500,12
2501,19
2502,0
2503,12
2504,1
2505,12
2506,4
2507,10
2508,19
2509,20
2510,20
2511,20
2512,26
2513,0
2514,3
2515,2
2516,2
2517,5
2518,17
2519,13
2520,8
2521,0
2522,23
2523,13
2524,8
2525,7
2526,1
2527,9
2528,0
2529,13
2530,23
2531,0
2532,7
2533,5
2534,8
2535,0
2536,21
2537,11
2538,3
2539,8
2540,8
2541,1
2542,8
2543,0
2544,3
2545,6
2546,9
2547,16
2548,23
2549,10
2550,1
2551,8
2552,8
2553,1
2554,9
2555,0
2556,7
2557,5
2558,8
2559,0
2560,18
2561,5
2562,6
2563,21
2564,1
2565,10
2566,8
2567,0
2568,2
2569,4
2570,0
2571,7
2572,5
2573,8
2574,0
2575,1
2576,19
2577,1
2578,8
2579,20
2580,0
2581,27
2582,31
2583,1
2584,12
2585,28
2586,8
2587,0
2588,6
2589,4
2590,2
2591,0
2592,34
2593,13
2594,5
2595,2
2596,1
2597,0
2598,2
2599,7
2600,5
2601,10
2602,2
2603,1
2604,1
2605,6
2606,20
2607,20
2608,20
2609,0
2610,6
2611,4
2612,15
2613,0
2614,7
2615,1
2616,28
2617,8
2618,16
2619,3
2620,11
2621,10
2622,1
2623,3
2624,9
2625,19
2626,0
2627,2
2628,7
2629,5
2630,10
2631,2
2632,1
2633,1
2634,6
2635,32
2636,5
2637,0
2638,17
2639,3
2640,6
2641,28
2642,2
2643,0
2644,10
2645,1
2646,12
2647,1
2648,12
2649,22
2650,1
2651,10
2652,20
2653,0
2654,3
2655,6
2656,19
2657,14
2658,3
2659,19
2660,15
2661,0
2662,5
2663,2
2664,28
2665,11
2666,11
2667,0
2668,17
2669,4
2670,12
2671,1
2672,0
2673,22
2674,1
2675,18
2676,4
2677,10
2678,1
2679,0
2680,17
2681,4
2682,13
2683,6
2684,2
2685,19
2686,16
2687,17
2688,4
2689,13
2690,10
2691,2
2692,32
2693,26
2694,16
2695,27
2696,14
2697,7
2698,3
2699,2
2700,0
2701,14
2702,5
2703,11
2704,11
2705,15
2706,0
2707,12
2708,10
2709,20
2710,0
2711,18
2712,5
2713,6
2714,17
2715,7
2716,30
2717,26
2718,0
2719,12
2720,10
2721,20
2722,0
2723,2
2724,3
2725,2
2726,1
2727,0
2728,13
2729,6
2730,17
2731,10
2732,4
2733,8
2734,8
2735,1
2736,9
2737,0
2738,7
2739,5
2740,8
2741,0
2742,11
2743,1
2744,21
2745,8
2746,0
2747,3
2748,6
2749,9
2750,0
2751,11
2752,1
2753,3
2754,6
2755,1
2756,9
2757,16
2758,18
2759,4
2760,10
2761,14
2762,3
2763,10
2764,9
2765,20
2766,16
2767,27
2768,4
2769,18
2770,0
2771,17
2772,4
2773,13
2774,10
2775,8
2776,1
2777,0
2778,5
2779,2
2780,0
2781,14
2782,3
2783,8
2784,0
2785,17
2786,11
2787,1
2788,3
2789,10
2790,39
2791,17
2792,13
2793,2
2794,0
2795,8
2796,1
2797,11
2798,18
2799,0
2800,9
2801,1
2802,18
2803,1
2804,6
2805,8
2806,1
2807,15
2808,0
2809,22
2810,13
2811,2
2812,0
2813,5
2814,28
2815,11
2816,11
2817,0
2818,7
2819,3
2820,25
2821,1
2822,0
2823,2
2824,4
2825,0
2826,21
2827,4
2828,0
2829,2
2830,4
2831,0
2832,2
2833,7
2834,1
2835,16
2836,4
2837,18
2838,18
2839,5
2840,17
2841,1
2842,0
2843,3
2844,6
2845,9
2846,0
2847,7
2848,13
2849,6
2850,2
2851,0
2852,13
2853,23
2854,32
2855,26
2856,16
2857,27
2858,12
2859,10
2860,20
2861,0
2862,18
2863,5
2864,6
2865,17
2866,7
2867,15
2868,0
2869,9
2870,4
2871,0
2872,19
2873,4
2874,13
2875,0
2876,2
2877,7
2878,5
2879,6
2880,24
2881,0
2882,31
2883,1
2884,12
2885,0
2886,24
2887,5
2888,11
2889,11
2890,1
2891,9
2892,0
2893,22
2894,4
2895,22
2896,0
2897,1
2898,14
2899,1
2900,11
2901,11
2902,30
2903,0
2904,9
2905,4
2906,0
2907,19
2908,4
2909,13
2910,0
2911,2
2912,7
2913,5
2914,6
2915,24
2916,0
2917,2
2918,7
2919,3
2920,2
2921,30
2922,26
2923,16
2924,27
2925,19
2926,4
2927,13
2928,0
2929,7
2930,1
2931,3
2932,10
2933,9
2934,0
2935,14
2936,7
2937,3
2938,2
2939,0
2940,8
2941,17
2942,4
2943,13
2944,2
2945,0
2946,8
2947,3
2948,5
2949,9
2950,15
2951,0
2952,2
2953,7
2954,1
2955,10
2956,1
2957,28
2958,8
2959,0
2960,6
2961,4
2962,0
2963,9
2964,4
2965,13
2966,22
2967,2
2968,0
2969,3
2970,22
2971,4
2972,13
2973,2
2974,0
2975,5
2976,2
2977,20
2978,0
2979,8
2980,7
2981,1
2982,0
2983,8
2984,3
2985,5
2986,9
2987,0
2988,31
2989,1
2990,12
2991,16
2992,21
2993,4
2994,2
2995,0
2996,13
